treatment,participant,session,earnings,lospade_max,max1,choice1,max2,choice2,max3,choice3,max4,choice4,max5,choice5,max6,choice6,max7,choice7,experience,exp_group,gender,math,school,is_econ,native,nationality,age
"Pre+Amount",88,41,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",15,"Much","Male","Math","ECO",1,"NonNative","IDN",20
"Pre+Amount",89,41,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",11,"Much","Male","NonMath","BIO",0,"NonNative","GBR",22
"Pre+Amount",90,41,6.65,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"2spade",10,"Much","Female","NonMath","SCI",0,"Native","GBR",21
"Pre+Amount",91,41,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",12,"Much","Male","Math","ECO",1,"Native","GBR",21
"Pre+Amount",92,41,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",19,"Much","Male","Math","LAW",0,"Native","GBR",20
"Pre+Amount+Instr",153,81,6.35,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",0,"Adiamond",1,"2spade",3,"Some","Male","NonMath","NBS",0,"Native","GBR",23
"Pre+Amount+Instr",154,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",4,"Some","Female","Math","MTH",0,"Native","GBR",21
"Pre+Amount+Instr",155,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",4,"Some","Male","NonMath","ENV",0,"Native","GBR",22
"Pre+Amount+Instr",156,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Female","Math","DEV",0,"Native","GBR",19
"Pre+Amount+Instr",158,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Male","Math","CMP",0,"Native","GBR",19
"Pre+Amount+Instr",159,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Female","Math","NBS",0,"NonNative","VNM",23
"Pre+Amount+Instr",160,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Female","Math","PSY",0,"Native","GBR",18
"Pre+Amount+Instr",162,81,6.9,.5,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",0,"8heart",1,"3spade",1,"2spade",4,"Some","Female","NonMath","PSY",0,"Native","GBR",21
"Pre+Amount+Instr",163,81,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Male","Math","ECO",1,"Native","GBR",24
"Pre+Amount+Instr",164,81,6.35,.5,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",2,"Some","Female","NonMath","NBS",0,"Native","GBR",22
"Pre+Amount+Instr",165,81,5.8,1,1,"Qheart",0,"3diamond",1,"Jdiamond",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"5diamond",1,"Some","Male","Math","DEV",0,"Native","ESP",25
"Pre+Amount+Instr",167,82,6.25,0,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",11,"Much","Female","NonMath","PHA",0,"NonNative","PHL",19
"Pre+Amount+Instr",168,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Male","Math","ECO",1,"Native","GBR",22
"Pre+Amount+Instr",169,82,5.65,0,1,"Qheart",1,"5spade",0,"4spade",0,"7diamond",0,"Aspade",1,"3spade",1,"2spade",4,"Some","Female","NonMath","ART",0,"Decline","ITA",19
"Pre+Amount+Instr",170,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Male","NonMath","ENV",0,"Native","GBR",19
"Pre+Amount+Instr",171,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",2,"Some","Female","Math","ENV",0,"Native","GBR",20
"Pre+Amount+Instr",172,82,4.8,.5,0,"4club",0,"3diamond",0,"9heart",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"5diamond",5,"Some","Female","NonMath","PPL",0,"Native","GBR",20
"Pre+Amount+Instr",173,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Female","Math","AMA",0,"Native","GBR",20
"Pre+Amount+Instr",174,82,6.75,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"2spade",5,"Some","Female","NonMath","PPL",0,"NonNative","ESP",20
"Pre+Amount+Instr",175,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Female","NonMath","ART",0,"NonNative","ITA",24
"Pre+Amount+Instr",176,82,6.9,.5,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",0,"8heart",1,"3spade",1,"2spade",1,"Some","Female","NonMath","PHA",0,"NonNative","MYS",23
"Pre+Amount+Instr",178,82,6.25,0,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",2,"Some","Male","NonMath","NBS",0,"NonNative","GEO",20
"Pre+Amount+Instr",179,82,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",1,"Some","Male","Math","NBS",0,"NonNative","PAK",19
"Pre+Amount+Instr",180,91,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",12,"Much","Female","NonMath","LAW",0,"NonNative","GBR",19
"Pre+Amount+Instr",182,91,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",2,"Some","Female","NonMath","LAW",0,"NonNative","FRA",21
"Pre+Amount+Instr",186,91,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",16,"Much","Male","NonMath","ENV",0,"NonNative","GBR",20
"Pre+Amount+Instr",188,91,5.8,1,1,"Qheart",0,"3diamond",1,"Jdiamond",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"5diamond",19,"Much","Female","Math","ECO",1,"Native","GBR",21
"Pre+Amount+Instr",189,91,6.75,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"2spade",11,"Much","Female","NonMath","LAW",0,"NonNative","GBR",22
"Pre+Amount+Instr",190,91,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",13,"Much","Female","NonMath","LAW",0,"Native","POL",22
"Pre+Amount+Instr",192,91,6.25,0,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",3,"Some","Female","NonMath","DEV",0,"NonNative","ETH",31
"Pre+Amount+Instr",193,91,5.6,0,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",0,"Adiamond",1,"2spade",11,"Much","Male","NonMath","DEV",0,"Decline","MNG",30
"Pre+Amount+Instr",194,92,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",4,"Some","Female","NonMath","ECO",1,"Native","GBR",20
"Pre+Amount+Instr",195,92,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",3,"Some","Female","NonMath","BIO",0,"NonNative","GBR",19
"Pre+Amount+Instr",196,92,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Female","NonMath","PSY",0,"Native","USA",21
"Pre+Amount+Instr",197,92,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",12,"Much","Male","NonMath","CMP",0,"Native","AZE",22
"Pre+Amount+Instr",198,92,5.65,0,0,"6diamond",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",14,"Much","Female","NonMath","LAW",0,"Native","VNM",23
"Pre+Amount+Instr",199,92,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",5,"Some","Male","NonMath","CMP",0,"Native","GBR",19
"Pre+Amount+Instr",200,92,6.25,0,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",0,"Aspade",1,"3spade",1,"2spade",1,"Some","Female","NonMath","BIO",0,"NonNative","NPL",18
"Pre+Amount+Instr",202,92,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",11,"Much","Male","NonMath","CMP",0,"Native","IND",23
"Pre+Amount+Instr",203,92,6.65,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"5diamond",4,"Some","Female","Math","ENV",0,"NonNative","CYP",19
"Pre+Amount+Instr",204,92,7,.5,1,"Qheart",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",11,"Much","Male","NonMath","CMP",0,"Native","IND",25
"Pre+Amount+Instr",205,101,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"5diamond",14,"Much","Female","Math","DEV",0,"Native","GBR",20
"Pre+Amount+Instr",206,101,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",15,"Much","Female","Math","ENV",0,"Native","GBR",21
"Pre+Amount+Instr",207,101,4.9,0,0,"6diamond",1,"5spade",0,"9heart",1,"Kdiamond",0,"Aspade",0,"Adiamond",1,"5diamond",12,"Much","Female","NonMath","DEV",0,"NonNative","POL",28
"Pre+Amount+Instr",208,101,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",11,"Much","Male","Math","BIO",0,"NonNative","GBR",20
"Pre+Amount+Instr",209,101,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",14,"Much","Male","Math","LDC",0,"NonNative","BGR",21
"Pre+Amount+Instr",210,101,4.8,0,0,"6diamond",1,"5spade",0,"7heart",1,"Kdiamond",0,"Aspade",0,"2club",1,"2spade",13,"Much","Female","NonMath","HSC",0,"Native","GBR",23
"Pre+Amount+Instr",211,102,6.75,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",0,"4diamond",1,"2spade",17,"Much","Male","Math","CMP",0,"NonNative","LTU",20
"Pre+Amount+Instr",212,102,5.25,0,0,"4club",1,"5spade",0,"4spade",0,"Jclub",0,"Aspade",1,"3spade",1,"2spade",27,"Much","Male","NonMath","NBS",0,"NonNative","BGD",28
"Pre+Amount+Instr",213,102,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"5diamond",11,"Much","Female","Decline","PHA",0,"Native","GBR",21
"Pre+Amount+Instr",214,102,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",21,"Much","Female","Math","DEV",0,"NonNative","EGY",36
"Pre+Amount+Instr",215,102,7.1,1,1,"Qheart",1,"5spade",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"5diamond",12,"Much","Female","NonMath","LAW",0,"Native","GBR",22
"Pre+Amount+Instr",216,102,5.55,1,0,"6diamond",0,"3diamond",1,"Jdiamond",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",13,"Much","Female","Math","ECO",1,"Native","GRC",19
"Pre+Amount+Instr",217,102,6.2,.5,0,"4club",1,"5spade",0,"4spade",1,"Kdiamond",1,"10diamond",1,"3spade",1,"2spade",22,"Much","Female","NonMath","SCI",0,"Native","GBR",21
