"session","type","frame","period","group","subject","value","bid","won","earnings"
"S20041201","sealed","standard",1,0,0,315,210,0,0
"S20041201","sealed","standard",1,0,5,570,500,1,70
"S20041201","sealed","standard",1,0,8,390,320,0,0
"S20041201","sealed","standard",1,1,2,240,220,0,0
"S20041201","sealed","standard",1,1,6,510,480,1,30
"S20041201","sealed","standard",1,1,7,555,460,0,0
"S20041201","sealed","standard",1,2,1,30,20,0,0
"S20041201","sealed","standard",1,2,3,345,300,1,45
"S20041201","sealed","standard",1,2,4,285,250,0,0
"S20041201","sealed","standard",1,3,12,75,40,0,0
"S20041201","sealed","standard",1,3,13,420,330,0,0
"S20041201","sealed","standard",1,3,17,585,530,1,55
"S20041201","sealed","standard",1,4,10,450,380,1,70
"S20041201","sealed","standard",1,4,11,75,50,0,0
"S20041201","sealed","standard",1,4,16,390,350,0,0
"S20041201","sealed","standard",1,5,9,600,500,1,100
"S20041201","sealed","standard",1,5,14,570,400,0,0
"S20041201","sealed","standard",1,5,15,15,10,0,0
"S20041201","sealed","standard",2,0,0,525,400,1,125
"S20041201","sealed","standard",2,0,2,15,10,0,0
"S20041201","sealed","standard",2,0,5,330,230,0,0
"S20041201","sealed","standard",2,1,3,165,100,0,0
"S20041201","sealed","standard",2,1,4,210,170,1,40
"S20041201","sealed","standard",2,1,7,90,80,0,0
"S20041201","sealed","standard",2,2,1,540,470,1,70
"S20041201","sealed","standard",2,2,6,435,400,0,0
"S20041201","sealed","standard",2,2,8,75,200,0,0
"S20041201","sealed","standard",2,3,9,45,40,0,0
"S20041201","sealed","standard",2,3,11,480,440,1,40
"S20041201","sealed","standard",2,3,17,135,130,0,0
"S20041201","sealed","standard",2,4,10,240,170,0,0
"S20041201","sealed","standard",2,4,13,300,250,0,0
"S20041201","sealed","standard",2,4,15,585,500,1,85
"S20041201","sealed","standard",2,5,12,570,580,1,-10
"S20041201","sealed","standard",2,5,14,45,10,0,0
"S20041201","sealed","standard",2,5,16,150,130,0,0
"S20041201","sealed","standard",3,0,1,60,50,0,0
"S20041201","sealed","standard",3,0,5,345,300,1,45
"S20041201","sealed","standard",3,0,7,60,50,0,0
"S20041201","sealed","standard",3,1,3,45,20,0,0
"S20041201","sealed","standard",3,1,4,375,300,0,0
"S20041201","sealed","standard",3,1,8,255,460,1,-205
"S20041201","sealed","standard",3,2,0,195,180,0,0
"S20041201","sealed","standard",3,2,2,120,100,0,0
"S20041201","sealed","standard",3,2,6,345,250,1,95
"S20041201","sealed","standard",3,3,12,330,300,0,0
"S20041201","sealed","standard",3,3,15,405,350,1,55
"S20041201","sealed","standard",3,3,16,345,310,0,0
"S20041201","sealed","standard",3,4,9,255,150,0,0
"S20041201","sealed","standard",3,4,10,270,350,1,-80
"S20041201","sealed","standard",3,4,13,285,200,0,0
"S20041201","sealed","standard",3,5,11,405,380,0,0
"S20041201","sealed","standard",3,5,14,600,500,1,100
"S20041201","sealed","standard",3,5,17,285,280,0,0
"S20041201","sealed","standard",4,0,0,360,300,0,0
"S20041201","sealed","standard",4,0,1,360,270,0,0
"S20041201","sealed","standard",4,0,3,420,350,1,70
"S20041201","sealed","standard",4,1,2,75,60,0,0
"S20041201","sealed","standard",4,1,4,495,400,1,95
"S20041201","sealed","standard",4,1,6,105,50,0,0
"S20041201","sealed","standard",4,2,5,600,530,1,70
"S20041201","sealed","standard",4,2,7,75,70,0,0
"S20041201","sealed","standard",4,2,8,330,320,0,0
"S20041201","sealed","standard",4,3,9,255,230,0,0
"S20041201","sealed","standard",4,3,14,30,10,0,0
"S20041201","sealed","standard",4,3,16,285,270,1,15
"S20041201","sealed","standard",4,4,10,360,260,0,0
"S20041201","sealed","standard",4,4,15,465,400,1,65
"S20041201","sealed","standard",4,4,17,105,100,0,0
"S20041201","sealed","standard",4,5,11,435,400,0,0
"S20041201","sealed","standard",4,5,12,525,580,1,-55
"S20041201","sealed","standard",4,5,13,585,490,0,0
"S20041201","sealed","standard",5,0,0,300,270,0,0
"S20041201","sealed","standard",5,0,5,495,420,0,0
"S20041201","sealed","standard",5,0,8,600,490,1,110
"S20041201","sealed","standard",5,1,2,330,310,0,0
"S20041201","sealed","standard",5,1,4,495,400,0,0
"S20041201","sealed","standard",5,1,7,525,450,1,75
"S20041201","sealed","standard",5,2,1,345,330,1,15
"S20041201","sealed","standard",5,2,3,360,300,0,0
"S20041201","sealed","standard",5,2,6,390,300,0,0
"S20041201","sealed","standard",5,3,9,555,440,1,115
"S20041201","sealed","standard",5,3,13,180,170,0,0
"S20041201","sealed","standard",5,3,17,375,370,0,0
"S20041201","sealed","standard",5,4,14,225,200,0,0
"S20041201","sealed","standard",5,4,15,375,300,0,0
"S20041201","sealed","standard",5,4,16,585,450,1,135
"S20041201","sealed","standard",5,5,10,180,600,1,-420
"S20041201","sealed","standard",5,5,11,285,260,0,0
"S20041201","sealed","standard",5,5,12,375,200,0,0
"S20041201","sealed","standard",6,0,2,345,360,0,0
"S20041201","sealed","standard",6,0,5,30,20,0,0
"S20041201","sealed","standard",6,0,8,510,470,1,40
"S20041201","sealed","standard",6,1,1,450,400,0,0
"S20041201","sealed","standard",6,1,4,435,400,1,35
"S20041201","sealed","standard",6,1,6,345,300,0,0
"S20041201","sealed","standard",6,2,0,135,130,0,0
"S20041201","sealed","standard",6,2,3,105,70,0,0
"S20041201","sealed","standard",6,2,7,195,150,1,45
"S20041201","sealed","standard",6,3,11,255,200,0,0
"S20041201","sealed","standard",6,3,12,390,400,1,-10
"S20041201","sealed","standard",6,3,14,180,160,0,0
"S20041201","sealed","standard",6,4,13,165,160,0,0
"S20041201","sealed","standard",6,4,15,570,500,1,70
"S20041201","sealed","standard",6,4,16,510,450,0,0
"S20041201","sealed","standard",6,5,9,75,70,0,0
"S20041201","sealed","standard",6,5,10,465,350,1,115
"S20041201","sealed","standard",6,5,17,315,310,0,0
"S20041201","sealed","standard",7,0,0,210,200,0,0
"S20041201","sealed","standard",7,0,1,255,230,0,0
"S20041201","sealed","standard",7,0,4,555,460,1,95
"S20041201","sealed","standard",7,1,2,585,560,1,25
"S20041201","sealed","standard",7,1,3,435,380,0,0
"S20041201","sealed","standard",7,1,6,75,50,0,0
"S20041201","sealed","standard",7,2,5,180,220,1,-40
"S20041201","sealed","standard",7,2,7,30,20,0,0
"S20041201","sealed","standard",7,2,8,195,180,0,0
"S20041201","sealed","standard",7,3,11,60,50,0,0
"S20041201","sealed","standard",7,3,14,570,520,1,50
"S20041201","sealed","standard",7,3,17,450,400,0,0
"S20041201","sealed","standard",7,4,9,150,140,0,0
"S20041201","sealed","standard",7,4,12,105,90,0,0
"S20041201","sealed","standard",7,4,16,570,470,1,100
"S20041201","sealed","standard",7,5,10,30,100,0,0
"S20041201","sealed","standard",7,5,13,405,390,1,15
"S20041201","sealed","standard",7,5,15,150,100,0,0
"S20041201","sealed","standard",8,0,3,180,130,0,0
"S20041201","sealed","standard",8,0,4,210,200,0,0
"S20041201","sealed","standard",8,0,7,450,250,1,200
"S20041201","sealed","standard",8,1,0,90,80,0,0
"S20041201","sealed","standard",8,1,1,225,210,0,0
"S20041201","sealed","standard",8,1,6,540,450,1,90
"S20041201","sealed","standard",8,2,2,570,550,1,20
"S20041201","sealed","standard",8,2,5,45,100,0,0
"S20041201","sealed","standard",8,2,8,375,310,0,0
"S20041201","sealed","standard",8,3,13,405,400,0,0
"S20041201","sealed","standard",8,3,16,525,480,1,45
"S20041201","sealed","standard",8,3,17,75,70,0,0
"S20041201","sealed","standard",8,4,9,165,160,0,0
"S20041201","sealed","standard",8,4,10,600,490,1,110
"S20041201","sealed","standard",8,4,11,75,150,0,0
"S20041201","sealed","standard",8,5,12,405,390,1,15
"S20041201","sealed","standard",8,5,14,255,220,0,0
"S20041201","sealed","standard",8,5,15,435,350,0,0
"S20041201","sealed","standard",9,0,3,510,450,1,60
"S20041201","sealed","standard",9,0,5,15,150,0,0
"S20041201","sealed","standard",9,0,7,525,300,0,0
"S20041201","sealed","standard",9,1,1,135,100,0,0
"S20041201","sealed","standard",9,1,4,225,200,0,0
"S20041201","sealed","standard",9,1,6,540,450,1,90
"S20041201","sealed","standard",9,2,0,240,220,0,0
"S20041201","sealed","standard",9,2,2,15,10,0,0
"S20041201","sealed","standard",9,2,8,525,450,1,75
"S20041201","sealed","standard",9,3,9,270,250,0,0
"S20041201","sealed","standard",9,3,10,90,70,0,0
"S20041201","sealed","standard",9,3,16,375,350,1,25
"S20041201","sealed","standard",9,4,11,210,180,0,0
"S20041201","sealed","standard",9,4,13,405,370,1,35
"S20041201","sealed","standard",9,4,15,240,200,0,0
"S20041201","sealed","standard",9,5,12,360,350,1,10
"S20041201","sealed","standard",9,5,14,345,320,0,0
"S20041201","sealed","standard",9,5,17,60,60,0,0
"S20041201","sealed","standard",10,0,2,195,170,0,0
"S20041201","sealed","standard",10,0,7,165,110,0,0
"S20041201","sealed","standard",10,0,8,390,360,1,30
"S20041201","sealed","standard",10,1,1,375,330,1,45
"S20041201","sealed","standard",10,1,3,30,10,0,0
"S20041201","sealed","standard",10,1,4,240,210,0,0
"S20041201","sealed","standard",10,2,0,45,40,0,0
"S20041201","sealed","standard",10,2,5,375,350,0,0
"S20041201","sealed","standard",10,2,6,570,450,1,120
"S20041201","sealed","standard",10,3,10,60,40,0,0
"S20041201","sealed","standard",10,3,11,180,250,0,0
"S20041201","sealed","standard",10,3,17,435,410,1,25
"S20041201","sealed","standard",10,4,12,165,10,0,0
"S20041201","sealed","standard",10,4,15,390,350,1,40
"S20041201","sealed","standard",10,4,16,75,70,0,0
"S20041201","sealed","standard",10,5,9,135,130,0,0
"S20041201","sealed","standard",10,5,13,165,160,0,0
"S20041201","sealed","standard",10,5,14,300,270,1,30
"S20041201","sealed","standard",11,0,1,30,10,0,0
"S20041201","sealed","standard",11,0,3,435,390,1,45
"S20041201","sealed","standard",11,0,4,315,280,0,0
"S20041201","sealed","standard",11,1,2,495,480,1,15
"S20041201","sealed","standard",11,1,5,420,390,0,0
"S20041201","sealed","standard",11,1,7,480,350,0,0
"S20041201","sealed","standard",11,2,0,540,480,1,60
"S20041201","sealed","standard",11,2,6,480,450,0,0
"S20041201","sealed","standard",11,2,8,360,330,0,0
"S20041201","sealed","standard",11,3,9,270,250,0,0
"S20041201","sealed","standard",11,3,12,480,10,0,0
"S20041201","sealed","standard",11,3,17,555,470,1,85
"S20041201","sealed","standard",11,4,10,15,10,0,0
"S20041201","sealed","standard",11,4,11,435,410,1,25
"S20041201","sealed","standard",11,4,15,420,350,0,0
"S20041201","sealed","standard",11,5,13,450,390,1,60
"S20041201","sealed","standard",11,5,14,390,350,0,0
"S20041201","sealed","standard",11,5,16,255,220,0,0
"S20041201","sealed","standard",12,0,0,105,90,0,0
"S20041201","sealed","standard",12,0,2,540,520,1,20
"S20041201","sealed","standard",12,0,4,465,410,0,0
"S20041201","sealed","standard",12,1,5,435,400,1,35
"S20041201","sealed","standard",12,1,6,345,300,0,0
"S20041201","sealed","standard",12,1,7,585,350,0,0
"S20041201","sealed","standard",12,2,1,210,180,0,0
"S20041201","sealed","standard",12,2,3,165,110,0,0
"S20041201","sealed","standard",12,2,8,210,180,1,30
"S20041201","sealed","standard",12,3,11,555,490,1,65
"S20041201","sealed","standard",12,3,13,150,140,0,0
"S20041201","sealed","standard",12,3,14,90,70,0,0
"S20041201","sealed","standard",12,4,12,75,10,0,0
"S20041201","sealed","standard",12,4,16,375,300,1,75
"S20041201","sealed","standard",12,4,17,150,140,0,0
"S20041201","sealed","standard",12,5,9,225,220,0,0
"S20041201","sealed","standard",12,5,10,165,120,0,0
"S20041201","sealed","standard",12,5,15,495,450,1,45
"S20041201","sealed","standard",13,0,0,555,460,1,95
"S20041201","sealed","standard",13,0,1,375,340,0,0
"S20041201","sealed","standard",13,0,6,120,50,0,0
"S20041201","sealed","standard",13,1,3,600,510,1,90
"S20041201","sealed","standard",13,1,5,30,20,0,0
"S20041201","sealed","standard",13,1,8,555,420,0,0
"S20041201","sealed","standard",13,2,2,465,440,1,25
"S20041201","sealed","standard",13,2,4,510,440,0,0
"S20041201","sealed","standard",13,2,7,375,300,0,0
"S20041201","sealed","standard",13,3,9,465,400,1,65
"S20041201","sealed","standard",13,3,10,15,20,0,0
"S20041201","sealed","standard",13,3,15,60,10,0,0
"S20041201","sealed","standard",13,4,14,345,320,0,0
"S20041201","sealed","standard",13,4,16,480,400,1,80
"S20041201","sealed","standard",13,4,17,360,330,0,0
"S20041201","sealed","standard",13,5,11,135,240,1,-105
"S20041201","sealed","standard",13,5,12,495,10,0,0
"S20041201","sealed","standard",13,5,13,195,190,0,0
"S20041201","sealed","standard",14,0,3,450,400,1,50
"S20041201","sealed","standard",14,0,4,255,240,0,0
"S20041201","sealed","standard",14,0,7,300,150,0,0
"S20041201","sealed","standard",14,1,0,15,10,0,0
"S20041201","sealed","standard",14,1,1,195,180,0,0
"S20041201","sealed","standard",14,1,8,315,260,1,55
"S20041201","sealed","standard",14,2,2,180,160,1,20
"S20041201","sealed","standard",14,2,5,105,80,0,0
"S20041201","sealed","standard",14,2,6,60,100,0,0
"S20041201","sealed","standard",14,3,10,315,240,0,0
"S20041201","sealed","standard",14,3,11,495,450,1,45
"S20041201","sealed","standard",14,3,17,345,330,0,0
"S20041201","sealed","standard",14,4,14,240,220,1,20
"S20041201","sealed","standard",14,4,15,225,200,0,0
"S20041201","sealed","standard",14,4,16,75,60,0,0
"S20041201","sealed","standard",14,5,9,555,450,0,0
"S20041201","sealed","standard",14,5,12,360,250,0,0
"S20041201","sealed","standard",14,5,13,555,450,1,105
"S20041201","sealed","standard",15,0,0,600,450,0,0
"S20041201","sealed","standard",15,0,4,465,400,0,0
"S20041201","sealed","standard",15,0,6,510,450,1,60
"S20041201","sealed","standard",15,1,2,330,310,1,20
"S20041201","sealed","standard",15,1,3,195,160,0,0
"S20041201","sealed","standard",15,1,8,120,90,0,0
"S20041201","sealed","standard",15,2,1,495,440,1,55
"S20041201","sealed","standard",15,2,5,195,170,0,0
"S20041201","sealed","standard",15,2,7,255,200,0,0
"S20041201","sealed","standard",15,3,11,255,250,0,0
"S20041201","sealed","standard",15,3,15,600,550,1,50
"S20041201","sealed","standard",15,3,16,450,350,0,0
"S20041201","sealed","standard",15,4,12,225,100,0,0
"S20041201","sealed","standard",15,4,13,570,460,1,110
"S20041201","sealed","standard",15,4,17,285,280,0,0
"S20041201","sealed","standard",15,5,9,375,350,0,0
"S20041201","sealed","standard",15,5,10,165,120,0,0
"S20041201","sealed","standard",15,5,14,585,520,1,65
"S20041201","sealed","standard",16,0,3,330,290,1,40
"S20041201","sealed","standard",16,0,5,165,130,0,0
"S20041201","sealed","standard",16,0,7,210,160,0,0
"S20041201","sealed","standard",16,1,1,375,360,1,15
"S20041201","sealed","standard",16,1,6,165,200,0,0
"S20041201","sealed","standard",16,1,8,210,170,0,0
"S20041201","sealed","standard",16,2,0,600,450,0,0
"S20041201","sealed","standard",16,2,2,525,500,1,25
"S20041201","sealed","standard",16,2,4,195,180,0,0
"S20041201","sealed","standard",16,3,13,180,170,0,0
"S20041201","sealed","standard",16,3,14,510,490,1,20
"S20041201","sealed","standard",16,3,16,420,360,0,0
"S20041201","sealed","standard",16,4,9,240,230,0,0
"S20041201","sealed","standard",16,4,10,525,410,1,115
"S20041201","sealed","standard",16,4,17,390,380,0,0
"S20041201","sealed","standard",16,5,11,585,510,1,75
"S20041201","sealed","standard",16,5,12,570,10,0,0
"S20041201","sealed","standard",16,5,15,330,300,0,0
"S20041201","sealed","standard",17,0,3,150,100,0,0
"S20041201","sealed","standard",17,0,5,330,300,1,30
"S20041201","sealed","standard",17,0,6,120,150,0,0
"S20041201","sealed","standard",17,1,0,315,300,0,0
"S20041201","sealed","standard",17,1,1,315,310,1,5
"S20041201","sealed","standard",17,1,8,60,40,0,0
"S20041201","sealed","standard",17,2,2,360,330,0,0
"S20041201","sealed","standard",17,2,4,315,280,0,0
"S20041201","sealed","standard",17,2,7,405,330,1,75
"S20041201","sealed","standard",17,3,9,360,340,0,0
"S20041201","sealed","standard",17,3,10,525,400,1,125
"S20041201","sealed","standard",17,3,13,60,50,0,0
"S20041201","sealed","standard",17,4,14,555,500,1,55
"S20041201","sealed","standard",17,4,15,495,450,0,0
"S20041201","sealed","standard",17,4,17,60,50,0,0
"S20041201","sealed","standard",17,5,11,585,490,1,95
"S20041201","sealed","standard",17,5,12,150,10,0,0
"S20041201","sealed","standard",17,5,16,150,130,0,0
"S20041201","sealed","standard",18,0,3,540,490,1,50
"S20041201","sealed","standard",18,0,5,60,50,0,0
"S20041201","sealed","standard",18,0,8,195,160,0,0
"S20041201","sealed","standard",18,1,0,345,300,1,45
"S20041201","sealed","standard",18,1,1,225,190,0,0
"S20041201","sealed","standard",18,1,2,315,290,0,0
"S20041201","sealed","standard",18,2,4,75,70,0,0
"S20041201","sealed","standard",18,2,6,405,300,1,105
"S20041201","sealed","standard",18,2,7,285,250,0,0
"S20041201","sealed","standard",18,3,13,330,310,1,20
"S20041201","sealed","standard",18,3,14,225,200,0,0
"S20041201","sealed","standard",18,3,17,75,70,0,0
"S20041201","sealed","standard",18,4,9,240,230,0,0
"S20041201","sealed","standard",18,4,11,585,430,1,155
"S20041201","sealed","standard",18,4,12,210,10,0,0
"S20041201","sealed","standard",18,5,10,570,450,1,120
"S20041201","sealed","standard",18,5,15,75,50,0,0
"S20041201","sealed","standard",18,5,16,585,450,0,0
"S20041201","sealed","standard",19,0,0,270,260,0,0
"S20041201","sealed","standard",19,0,7,255,200,0,0
"S20041201","sealed","standard",19,0,8,420,380,1,40
"S20041201","sealed","standard",19,1,1,555,470,0,0
"S20041201","sealed","standard",19,1,4,570,470,1,100
"S20041201","sealed","standard",19,1,6,465,350,0,0
"S20041201","sealed","standard",19,2,2,270,250,0,0
"S20041201","sealed","standard",19,2,3,495,430,0,0
"S20041201","sealed","standard",19,2,5,555,460,1,95
"S20041201","sealed","standard",19,3,13,510,410,1,100
"S20041201","sealed","standard",19,3,14,60,50,0,0
"S20041201","sealed","standard",19,3,15,300,250,0,0
"S20041201","sealed","standard",19,4,10,165,130,0,0
"S20041201","sealed","standard",19,4,12,60,10,0,0
"S20041201","sealed","standard",19,4,16,510,410,1,100
"S20041201","sealed","standard",19,5,9,270,260,1,10
"S20041201","sealed","standard",19,5,11,60,100,0,0
"S20041201","sealed","standard",19,5,17,240,230,0,0
"S20041201","sealed","standard",20,0,1,105,90,0,0
"S20041201","sealed","standard",20,0,3,165,100,0,0
"S20041201","sealed","standard",20,0,8,375,320,1,55
"S20041201","sealed","standard",20,1,4,165,150,0,0
"S20041201","sealed","standard",20,1,6,420,350,1,70
"S20041201","sealed","standard",20,1,7,105,90,0,0
"S20041201","sealed","standard",20,2,0,525,460,1,65
"S20041201","sealed","standard",20,2,2,120,100,0,0
"S20041201","sealed","standard",20,2,5,150,50,0,0
"S20041201","sealed","standard",20,3,9,285,270,0,0
"S20041201","sealed","standard",20,3,13,75,70,0,0
"S20041201","sealed","standard",20,3,16,555,410,1,145
"S20041201","sealed","standard",20,4,10,585,500,1,85
"S20041201","sealed","standard",20,4,11,600,420,0,0
"S20041201","sealed","standard",20,4,14,75,60,0,0
"S20041201","sealed","standard",20,5,12,165,10,0,0
"S20041201","sealed","standard",20,5,15,180,150,0,0
"S20041201","sealed","standard",20,5,17,300,290,1,10
"S20041201","sealed","standard",21,0,0,75,70,0,0
"S20041201","sealed","standard",21,0,2,60,40,0,0
"S20041201","sealed","standard",21,0,5,180,100,1,80
"S20041201","sealed","standard",21,1,4,330,310,1,20
"S20041201","sealed","standard",21,1,7,300,250,0,0
"S20041201","sealed","standard",21,1,8,405,300,0,0
"S20041201","sealed","standard",21,2,1,240,220,0,0
"S20041201","sealed","standard",21,2,3,540,480,1,60
"S20041201","sealed","standard",21,2,6,135,150,0,0
"S20041201","sealed","standard",21,3,9,480,400,1,80
"S20041201","sealed","standard",21,3,10,75,50,0,0
"S20041201","sealed","standard",21,3,12,240,10,0,0
"S20041201","sealed","standard",21,4,11,150,190,0,0
"S20041201","sealed","standard",21,4,14,465,410,1,55
"S20041201","sealed","standard",21,4,16,510,410,0,0
"S20041201","sealed","standard",21,5,13,435,400,1,35
"S20041201","sealed","standard",21,5,15,255,210,0,0
"S20041201","sealed","standard",21,5,17,195,190,0,0
"S20041201","sealed","standard",22,0,2,285,270,1,15
"S20041201","sealed","standard",22,0,5,105,40,0,0
"S20041201","sealed","standard",22,0,6,90,50,0,0
"S20041201","sealed","standard",22,1,1,210,190,0,0
"S20041201","sealed","standard",22,1,7,390,300,1,90
"S20041201","sealed","standard",22,1,8,30,20,0,0
"S20041201","sealed","standard",22,2,0,60,50,0,0
"S20041201","sealed","standard",22,2,3,225,180,1,45
"S20041201","sealed","standard",22,2,4,30,20,0,0
"S20041201","sealed","standard",22,3,11,360,340,0,0
"S20041201","sealed","standard",22,3,14,75,60,0,0
"S20041201","sealed","standard",22,3,15,540,500,1,40
"S20041201","sealed","standard",22,4,10,525,430,1,95
"S20041201","sealed","standard",22,4,16,405,360,0,0
"S20041201","sealed","standard",22,4,17,240,230,0,0
"S20041201","sealed","standard",22,5,9,285,270,0,0
"S20041201","sealed","standard",22,5,12,435,10,0,0
"S20041201","sealed","standard",22,5,13,495,410,1,85
"S20041201","sealed","standard",23,0,4,60,50,0,0
"S20041201","sealed","standard",23,0,7,360,250,0,0
"S20041201","sealed","standard",23,0,8,450,330,1,120
"S20041201","sealed","standard",23,1,0,165,150,0,0
"S20041201","sealed","standard",23,1,1,495,450,1,45
"S20041201","sealed","standard",23,1,2,90,70,0,0
"S20041201","sealed","standard",23,2,3,480,420,1,60
"S20041201","sealed","standard",23,2,5,105,50,0,0
"S20041201","sealed","standard",23,2,6,105,70,0,0
"S20041201","sealed","standard",23,3,10,495,400,0,0
"S20041201","sealed","standard",23,3,12,435,410,1,25
"S20041201","sealed","standard",23,3,13,180,170,0,0
"S20041201","sealed","standard",23,4,9,435,400,1,35
"S20041201","sealed","standard",23,4,14,300,280,0,0
"S20041201","sealed","standard",23,4,15,195,150,0,0
"S20041201","sealed","standard",23,5,11,90,150,0,0
"S20041201","sealed","standard",23,5,16,540,420,1,120
"S20041201","sealed","standard",23,5,17,465,400,0,0
"S20041201","sealed","standard",24,0,0,450,400,1,50
"S20041201","sealed","standard",24,0,4,360,340,0,0
"S20041201","sealed","standard",24,0,8,465,400,0,0
"S20041201","sealed","standard",24,1,1,390,350,1,40
"S20041201","sealed","standard",24,1,6,75,100,0,0
"S20041201","sealed","standard",24,1,7,300,200,0,0
"S20041201","sealed","standard",24,2,2,135,120,0,0
"S20041201","sealed","standard",24,2,3,345,300,0,0
"S20041201","sealed","standard",24,2,5,435,350,1,85
"S20041201","sealed","standard",24,3,14,75,60,0,0
"S20041201","sealed","standard",24,3,16,90,80,0,0
"S20041201","sealed","standard",24,3,17,405,390,1,15
"S20041201","sealed","standard",24,4,9,330,300,0,0
"S20041201","sealed","standard",24,4,13,420,380,0,0
"S20041201","sealed","standard",24,4,15,465,420,1,45
"S20041201","sealed","standard",24,5,10,435,350,1,85
"S20041201","sealed","standard",24,5,11,195,220,0,0
"S20041201","sealed","standard",24,5,12,390,290,0,0
"S20041201","sealed","standard",25,0,5,420,350,1,70
"S20041201","sealed","standard",25,0,6,150,100,0,0
"S20041201","sealed","standard",25,0,7,420,200,0,0
"S20041201","sealed","standard",25,1,0,510,460,1,50
"S20041201","sealed","standard",25,1,2,285,260,0,0
"S20041201","sealed","standard",25,1,4,555,460,0,0
"S20041201","sealed","standard",25,2,1,285,250,0,0
"S20041201","sealed","standard",25,2,3,540,470,1,70
"S20041201","sealed","standard",25,2,8,90,70,0,0
"S20041201","sealed","standard",25,3,14,495,410,1,85
"S20041201","sealed","standard",25,3,15,60,40,0,0
"S20041201","sealed","standard",25,3,16,345,310,0,0
"S20041201","sealed","standard",25,4,10,60,50,0,0
"S20041201","sealed","standard",25,4,11,270,280,1,-10
"S20041201","sealed","standard",25,4,12,210,110,0,0
"S20041201","sealed","standard",25,5,9,180,170,0,0
"S20041201","sealed","standard",25,5,13,480,400,1,80
"S20041201","sealed","standard",25,5,17,225,220,0,0
"S20041201","sealed","standard",26,0,6,15,50,0,0
"S20041201","sealed","standard",26,0,7,270,230,0,0
"S20041201","sealed","standard",26,0,8,465,280,1,185
"S20041201","sealed","standard",26,1,0,495,440,1,55
"S20041201","sealed","standard",26,1,1,210,150,0,0
"S20041201","sealed","standard",26,1,3,375,340,0,0
"S20041201","sealed","standard",26,2,2,135,110,0,0
"S20041201","sealed","standard",26,2,4,450,400,1,50
"S20041201","sealed","standard",26,2,5,135,40,0,0
"S20041201","sealed","standard",26,3,10,135,100,0,0
"S20041201","sealed","standard",26,3,11,180,190,1,-10
"S20041201","sealed","standard",26,3,16,120,100,0,0
"S20041201","sealed","standard",26,4,9,165,160,1,5
"S20041201","sealed","standard",26,4,13,15,10,0,0
"S20041201","sealed","standard",26,4,17,120,110,0,0
"S20041201","sealed","standard",26,5,12,525,430,1,95
"S20041201","sealed","standard",26,5,14,525,410,0,0
"S20041201","sealed","standard",26,5,15,360,310,0,0
"S20041201","sealed","standard",27,0,3,375,330,1,45
"S20041201","sealed","standard",27,0,4,330,310,0,0
"S20041201","sealed","standard",27,0,7,300,270,0,0
"S20041201","sealed","standard",27,1,1,165,140,0,0
"S20041201","sealed","standard",27,1,2,480,450,1,30
"S20041201","sealed","standard",27,1,6,195,150,0,0
"S20041201","sealed","standard",27,2,0,345,320,0,0
"S20041201","sealed","standard",27,2,5,315,250,0,0
"S20041201","sealed","standard",27,2,8,420,380,1,40
"S20041201","sealed","standard",27,3,9,60,50,0,0
"S20041201","sealed","standard",27,3,14,30,20,0,0
"S20041201","sealed","standard",27,3,15,315,280,1,35
"S20041201","sealed","standard",27,4,11,75,90,0,0
"S20041201","sealed","standard",27,4,12,510,410,1,100
"S20041201","sealed","standard",27,4,17,60,50,0,0
"S20041201","sealed","standard",27,5,10,285,220,0,0
"S20041201","sealed","standard",27,5,13,585,440,1,145
"S20041201","sealed","standard",27,5,16,300,270,0,0
"S20041201","sealed","standard",28,0,0,165,150,0,0
"S20041201","sealed","standard",28,0,2,270,250,0,0
"S20041201","sealed","standard",28,0,3,345,300,1,45
"S20041201","sealed","standard",28,1,1,120,90,0,0
"S20041201","sealed","standard",28,1,6,600,450,1,150
"S20041201","sealed","standard",28,1,7,225,150,0,0
"S20041201","sealed","standard",28,2,4,315,290,1,25
"S20041201","sealed","standard",28,2,5,30,10,0,0
"S20041201","sealed","standard",28,2,8,30,10,0,0
"S20041201","sealed","standard",28,3,11,165,180,0,0
"S20041201","sealed","standard",28,3,14,105,90,0,0
"S20041201","sealed","standard",28,3,17,315,310,1,5
"S20041201","sealed","standard",28,4,10,420,160,0,0
"S20041201","sealed","standard",28,4,15,165,130,0,0
"S20041201","sealed","standard",28,4,16,435,390,1,45
"S20041201","sealed","standard",28,5,9,300,280,0,0
"S20041201","sealed","standard",28,5,12,120,20,0,0
"S20041201","sealed","standard",28,5,13,585,430,1,155
"S20041201","sealed","standard",29,0,2,495,470,1,25
"S20041201","sealed","standard",29,0,3,525,440,0,0
"S20041201","sealed","standard",29,0,6,375,300,0,0
"S20041201","sealed","standard",29,1,1,240,200,0,0
"S20041201","sealed","standard",29,1,4,120,100,0,0
"S20041201","sealed","standard",29,1,7,570,370,1,200
"S20041201","sealed","standard",29,2,0,255,220,0,0
"S20041201","sealed","standard",29,2,5,405,330,0,0
"S20041201","sealed","standard",29,2,8,525,380,1,145
"S20041201","sealed","standard",29,3,9,540,440,1,100
"S20041201","sealed","standard",29,3,10,450,400,0,0
"S20041201","sealed","standard",29,3,17,105,100,0,0
"S20041201","sealed","standard",29,4,12,555,450,1,105
