"session","type","frame","period","group","subject","value","bid","won","earnings"
"S20050309","silent","standard",51,4,11,165,140,0,0
"S20050309","silent","standard",51,4,13,180,170,1,10
"S20050309","silent","standard",51,4,16,120,100,0,0
"S20050309","silent","standard",51,5,10,90,70,0,0
"S20050309","silent","standard",51,5,15,255,240,0,0
"S20050309","silent","standard",51,5,17,330,310,1,20
"S20050309","silent","standard",52,0,1,540,430,1,110
"S20050309","silent","standard",52,0,5,375,320,0,0
"S20050309","silent","standard",52,0,6,450,220,0,0
"S20050309","silent","standard",52,1,0,435,400,1,35
"S20050309","silent","standard",52,1,2,195,120,0,0
"S20050309","silent","standard",52,1,8,135,120,0,0
"S20050309","silent","standard",52,2,3,585,450,1,135
"S20050309","silent","standard",52,2,4,30,10,0,0
"S20050309","silent","standard",52,2,7,435,320,0,0
"S20050309","silent","standard",52,3,9,435,390,1,45
"S20050309","silent","standard",52,3,11,255,220,0,0
"S20050309","silent","standard",52,3,12,255,240,0,0
"S20050309","silent","standard",52,4,10,570,480,1,90
"S20050309","silent","standard",52,4,13,555,450,0,0
"S20050309","silent","standard",52,4,15,195,180,0,0
"S20050309","silent","standard",52,5,14,540,450,1,90
"S20050309","silent","standard",52,5,16,75,50,0,0
"S20050309","silent","standard",52,5,17,360,320,0,0
"S20050309","silent","standard",53,0,2,315,220,1,95
"S20050309","silent","standard",53,0,3,90,80,0,0
"S20050309","silent","standard",53,0,6,270,210,0,0
"S20050309","silent","standard",53,1,0,555,510,1,45
"S20050309","silent","standard",53,1,5,225,210,0,0
"S20050309","silent","standard",53,1,8,570,470,0,0
"S20050309","silent","standard",53,2,1,450,380,1,70
"S20050309","silent","standard",53,2,4,435,270,0,0
"S20050309","silent","standard",53,2,7,450,330,0,0
"S20050309","silent","standard",53,3,10,75,70,0,0
"S20050309","silent","standard",53,3,16,90,60,0,0
"S20050309","silent","standard",53,3,17,450,400,1,50
"S20050309","silent","standard",53,4,9,30,20,0,0
"S20050309","silent","standard",53,4,13,420,400,1,20
"S20050309","silent","standard",53,4,14,120,110,0,0
"S20050309","silent","standard",53,5,11,525,370,1,155
"S20050309","silent","standard",53,5,12,180,150,0,0
"S20050309","silent","standard",53,5,15,30,10,0,0
"S20050309","silent","standard",54,0,1,285,230,0,0
"S20050309","silent","standard",54,0,4,450,280,0,0
"S20050309","silent","standard",54,0,8,600,500,1,100
"S20050309","silent","standard",54,1,0,345,320,1,25
"S20050309","silent","standard",54,1,2,330,220,0,0
"S20050309","silent","standard",54,1,6,90,70,0,0
"S20050309","silent","standard",54,2,3,585,450,1,135
"S20050309","silent","standard",54,2,5,345,330,0,0
"S20050309","silent","standard",54,2,7,330,260,0,0
"S20050309","silent","standard",54,3,11,270,220,0,0
"S20050309","silent","standard",54,3,13,120,110,0,0
"S20050309","silent","standard",54,3,14,375,370,1,5
"S20050309","silent","standard",54,4,10,150,130,0,0
"S20050309","silent","standard",54,4,12,285,270,0,0
"S20050309","silent","standard",54,4,17,315,300,1,15
"S20050309","silent","standard",54,5,9,270,220,1,50
"S20050309","silent","standard",54,5,15,90,70,0,0
"S20050309","silent","standard",54,5,16,105,80,0,0
"S20050309","silent","standard",55,0,1,105,100,0,0
"S20050309","silent","standard",55,0,5,435,420,1,15
"S20050309","silent","standard",55,0,7,510,380,0,0
"S20050309","silent","standard",55,1,2,510,410,1,100
"S20050309","silent","standard",55,1,4,225,140,0,0
"S20050309","silent","standard",55,1,6,255,120,0,0
"S20050309","silent","standard",55,2,0,15,10,0,0
"S20050309","silent","standard",55,2,3,165,150,0,0
"S20050309","silent","standard",55,2,8,195,190,1,5
"S20050309","silent","standard",55,3,10,105,100,0,0
"S20050309","silent","standard",55,3,11,195,170,0,0
"S20050309","silent","standard",55,3,15,555,460,1,95
"S20050309","silent","standard",55,4,9,345,290,0,0
"S20050309","silent","standard",55,4,14,555,460,1,95
"S20050309","silent","standard",55,4,16,450,400,0,0
"S20050309","silent","standard",55,5,12,285,270,1,15
"S20050309","silent","standard",55,5,13,90,80,0,0
"S20050309","silent","standard",55,5,17,105,90,0,0
"S20050309","silent","standard",56,0,3,375,310,0,0
"S20050309","silent","standard",56,0,6,195,70,0,0
"S20050309","silent","standard",56,0,7,405,350,1,55
"S20050309","silent","standard",56,1,0,285,270,0,0
"S20050309","silent","standard",56,1,1,330,300,0,0
"S20050309","silent","standard",56,1,8,420,370,1,50
"S20050309","silent","standard",56,2,2,600,410,1,190
"S20050309","silent","standard",56,2,4,375,220,0,0
"S20050309","silent","standard",56,2,5,195,150,0,0
"S20050309","silent","standard",56,3,11,495,410,1,85
"S20050309","silent","standard",56,3,13,105,100,0,0
"S20050309","silent","standard",56,3,17,375,330,0,0
"S20050309","silent","standard",56,4,12,45,40,0,0
"S20050309","silent","standard",56,4,14,30,20,0,0
"S20050309","silent","standard",56,4,16,360,330,1,30
"S20050309","silent","standard",56,5,9,105,70,0,0
"S20050309","silent","standard",56,5,10,150,140,0,0
"S20050309","silent","standard",56,5,15,240,230,1,10
"S20050309","silent","standard",57,0,1,300,270,0,0
"S20050309","silent","standard",57,0,6,510,320,0,0
"S20050309","silent","standard",57,0,7,555,450,1,105
"S20050309","silent","standard",57,1,0,420,390,0,0
"S20050309","silent","standard",57,1,2,225,120,0,0
"S20050309","silent","standard",57,1,5,480,410,1,70
"S20050309","silent","standard",57,2,3,150,130,0,0
"S20050309","silent","standard",57,2,4,75,40,0,0
"S20050309","silent","standard",57,2,8,270,250,1,20
"S20050309","silent","standard",57,3,11,45,30,0,0
"S20050309","silent","standard",57,3,14,30,20,0,0
"S20050309","silent","standard",57,3,17,480,400,1,80
"S20050309","silent","standard",57,4,9,405,340,0,0
"S20050309","silent","standard",57,4,10,510,440,1,70
"S20050309","silent","standard",57,4,15,450,370,0,0
"S20050309","silent","standard",57,5,12,510,440,1,70
"S20050309","silent","standard",57,5,13,150,140,0,0
"S20050309","silent","standard",57,5,16,480,420,0,0
"S20050309","silent","standard",58,0,0,495,480,0,0
"S20050309","silent","standard",58,0,2,90,-1,0,0
"S20050309","silent","standard",58,0,6,600,510,1,90
"S20050309","silent","standard",58,1,3,90,80,0,0
"S20050309","silent","standard",58,1,4,495,380,1,115
"S20050309","silent","standard",58,1,7,300,230,0,0
"S20050309","silent","standard",58,2,1,465,400,1,65
"S20050309","silent","standard",58,2,5,30,-1,0,0
"S20050309","silent","standard",58,2,8,240,230,0,0
"S20050309","silent","standard",58,3,12,450,430,1,20
"S20050309","silent","standard",58,3,13,90,70,0,0
"S20050309","silent","standard",58,3,14,315,310,0,0
"S20050309","silent","standard",58,4,9,420,360,0,0
"S20050309","silent","standard",58,4,10,15,10,0,0
"S20050309","silent","standard",58,4,11,555,370,1,185
"S20050309","silent","standard",58,5,15,420,370,0,0
"S20050309","silent","standard",58,5,16,60,50,0,0
"S20050309","silent","standard",58,5,17,465,390,1,75
"S20050309","silent","standard",59,0,0,240,230,0,0
"S20050309","silent","standard",59,0,2,600,420,1,180
"S20050309","silent","standard",59,0,7,525,400,0,0
"S20050309","silent","standard",59,1,4,330,210,1,120
"S20050309","silent","standard",59,1,6,105,60,0,0
"S20050309","silent","standard",59,1,8,135,120,0,0
"S20050309","silent","standard",59,2,1,30,70,0,0
"S20050309","silent","standard",59,2,3,75,70,0,0
"S20050309","silent","standard",59,2,5,240,230,1,10
"S20050309","silent","standard",59,3,11,495,320,0,0
"S20050309","silent","standard",59,3,12,375,360,1,15
"S20050309","silent","standard",59,3,17,30,20,0,0
"S20050309","silent","standard",59,4,13,210,200,0,0
"S20050309","silent","standard",59,4,15,315,300,1,15
"S20050309","silent","standard",59,4,16,315,270,0,0
"S20050309","silent","standard",59,5,9,210,170,0,0
"S20050309","silent","standard",59,5,10,45,40,0,0
"S20050309","silent","standard",59,5,14,330,320,1,10
"S20050309","silent","standard",60,0,0,540,490,1,50
"S20050309","silent","standard",60,0,1,165,130,0,0
"S20050309","silent","standard",60,0,3,345,260,0,0
"S20050309","silent","standard",60,1,2,210,120,0,0
"S20050309","silent","standard",60,1,5,150,140,0,0
"S20050309","silent","standard",60,1,8,270,250,1,20
"S20050309","silent","standard",60,2,4,570,450,1,120
"S20050309","silent","standard",60,2,6,120,80,0,0
"S20050309","silent","standard",60,2,7,240,190,0,0
"S20050309","silent","standard",60,3,9,540,490,1,50
"S20050309","silent","standard",60,3,10,510,470,0,0
"S20050309","silent","standard",60,3,13,150,140,0,0
"S20050309","silent","standard",60,4,12,525,470,1,55
"S20050309","silent","standard",60,4,14,165,120,0,0
"S20050309","silent","standard",60,4,17,360,320,0,0
"S20050309","silent","standard",60,5,11,525,360,1,165
"S20050309","silent","standard",60,5,15,255,240,0,0
"S20050309","silent","standard",60,5,16,195,200,0,0
"S20050331","silent","standard",1,0,0,315,250,0,0
"S20050331","silent","standard",1,0,5,570,470,1,100
"S20050331","silent","standard",1,0,8,390,390,0,0
"S20050331","silent","standard",1,1,2,240,190,0,0
"S20050331","silent","standard",1,1,6,510,470,1,40
"S20050331","silent","standard",1,1,7,555,460,0,0
"S20050331","silent","standard",1,2,1,30,10,0,0
"S20050331","silent","standard",1,2,3,345,310,1,35
"S20050331","silent","standard",1,2,4,285,240,0,0
"S20050331","silent","standard",1,3,12,75,50,0,0
"S20050331","silent","standard",1,3,13,420,300,0,0
"S20050331","silent","standard",1,3,17,585,350,1,235
"S20050331","silent","standard",1,4,10,450,400,1,50
"S20050331","silent","standard",1,4,11,75,50,0,0
"S20050331","silent","standard",1,4,16,390,350,0,0
"S20050331","silent","standard",1,5,9,600,500,1,100
"S20050331","silent","standard",1,5,14,570,450,0,0
"S20050331","silent","standard",1,5,15,15,10,0,0
"S20050331","silent","standard",2,0,0,525,450,1,75
"S20050331","silent","standard",2,0,2,15,-1,0,0
"S20050331","silent","standard",2,0,5,330,200,0,0
"S20050331","silent","standard",2,1,3,165,100,0,0
"S20050331","silent","standard",2,1,4,210,190,0,0
"S20050331","silent","standard",2,1,7,90,500,1,-410
"S20050331","silent","standard",2,2,1,540,440,1,100
"S20050331","silent","standard",2,2,6,435,360,0,0
"S20050331","silent","standard",2,2,8,75,250,0,0
"S20050331","silent","standard",2,3,9,45,20,0,0
"S20050331","silent","standard",2,3,11,480,400,1,80
"S20050331","silent","standard",2,3,17,135,100,0,0
"S20050331","silent","standard",2,4,10,240,230,0,0
"S20050331","silent","standard",2,4,13,300,200,0,0
"S20050331","silent","standard",2,4,15,585,500,1,85
"S20050331","silent","standard",2,5,12,570,520,1,50
"S20050331","silent","standard",2,5,14,45,40,0,0
"S20050331","silent","standard",2,5,16,150,120,0,0
"S20050331","silent","standard",3,0,1,60,10,0,0
"S20050331","silent","standard",3,0,5,345,280,1,65
"S20050331","silent","standard",3,0,7,60,-1,0,0
"S20050331","silent","standard",3,1,3,45,10,0,0
"S20050331","silent","standard",3,1,4,375,320,0,0
"S20050331","silent","standard",3,1,8,255,450,1,-195
"S20050331","silent","standard",3,2,0,195,160,0,0
"S20050331","silent","standard",3,2,2,120,100,0,0
"S20050331","silent","standard",3,2,6,345,330,1,15
"S20050331","silent","standard",3,3,12,330,280,0,0
"S20050331","silent","standard",3,3,15,405,320,0,0
"S20050331","silent","standard",3,3,16,345,330,1,15
"S20050331","silent","standard",3,4,9,255,170,0,0
"S20050331","silent","standard",3,4,10,270,230,0,0
"S20050331","silent","standard",3,4,13,285,230,1,55
"S20050331","silent","standard",3,5,11,405,300,0,0
"S20050331","silent","standard",3,5,14,600,460,1,140
"S20050331","silent","standard",3,5,17,285,200,0,0
"S20050331","silent","standard",4,0,0,360,310,1,50
"S20050331","silent","standard",4,0,1,360,250,0,0
"S20050331","silent","standard",4,0,3,420,290,0,0
"S20050331","silent","standard",4,1,2,75,70,0,0
"S20050331","silent","standard",4,1,4,495,400,1,95
"S20050331","silent","standard",4,1,6,105,90,0,0
"S20050331","silent","standard",4,2,5,600,470,1,130
"S20050331","silent","standard",4,2,7,75,70,0,0
"S20050331","silent","standard",4,2,8,330,250,0,0
"S20050331","silent","standard",4,3,9,255,200,0,0
"S20050331","silent","standard",4,3,14,30,20,0,0
"S20050331","silent","standard",4,3,16,285,260,1,25
"S20050331","silent","standard",4,4,10,360,320,0,0
"S20050331","silent","standard",4,4,15,465,400,1,65
"S20050331","silent","standard",4,4,17,105,50,0,0
"S20050331","silent","standard",4,5,11,435,400,0,0
"S20050331","silent","standard",4,5,12,525,470,0,0
"S20050331","silent","standard",4,5,13,585,470,1,115
"S20050331","silent","standard",5,0,0,300,220,0,0
"S20050331","silent","standard",5,0,5,495,400,0,0
"S20050331","silent","standard",5,0,8,600,500,1,100
"S20050331","silent","standard",5,1,2,330,320,0,0
"S20050331","silent","standard",5,1,4,495,380,0,0
"S20050331","silent","standard",5,1,7,525,500,1,25
"S20050331","silent","standard",5,2,1,345,240,0,0
"S20050331","silent","standard",5,2,3,360,270,0,0
"S20050331","silent","standard",5,2,6,390,340,1,50
"S20050331","silent","standard",5,3,9,555,460,1,95
"S20050331","silent","standard",5,3,13,180,80,0,0
"S20050331","silent","standard",5,3,17,375,250,0,0
"S20050331","silent","standard",5,4,14,225,200,0,0
"S20050331","silent","standard",5,4,15,375,300,0,0
"S20050331","silent","standard",5,4,16,585,500,1,85
"S20050331","silent","standard",5,5,10,180,170,0,0
"S20050331","silent","standard",5,5,11,285,290,0,0
"S20050331","silent","standard",5,5,12,375,360,1,15
"S20050331","silent","standard",6,0,2,345,320,0,0
"S20050331","silent","standard",6,0,5,30,20,0,0
"S20050331","silent","standard",6,0,8,510,410,1,100
"S20050331","silent","standard",6,1,1,450,350,0,0
"S20050331","silent","standard",6,1,4,435,370,1,65
"S20050331","silent","standard",6,1,6,345,320,0,0
"S20050331","silent","standard",6,2,0,135,100,0,0
"S20050331","silent","standard",6,2,3,105,70,0,0
"S20050331","silent","standard",6,2,7,195,150,1,45
"S20050331","silent","standard",6,3,11,255,200,0,0
"S20050331","silent","standard",6,3,12,390,360,1,30
"S20050331","silent","standard",6,3,14,180,100,0,0
"S20050331","silent","standard",6,4,13,165,60,0,0
"S20050331","silent","standard",6,4,15,570,400,1,170
"S20050331","silent","standard",6,4,16,510,380,0,0
"S20050331","silent","standard",6,5,9,75,60,0,0
"S20050331","silent","standard",6,5,10,465,390,1,75
"S20050331","silent","standard",6,5,17,315,250,0,0
"S20050331","silent","standard",7,0,0,210,150,0,0
"S20050331","silent","standard",7,0,1,255,150,0,0
"S20050331","silent","standard",7,0,4,555,400,1,155
"S20050331","silent","standard",7,1,2,585,500,1,85
"S20050331","silent","standard",7,1,3,435,300,0,0
"S20050331","silent","standard",7,1,6,75,70,0,0
"S20050331","silent","standard",7,2,5,180,110,1,70
"S20050331","silent","standard",7,2,7,30,10,0,0
"S20050331","silent","standard",7,2,8,195,90,0,0
"S20050331","silent","standard",7,3,11,60,100,0,0
"S20050331","silent","standard",7,3,14,570,440,1,130
"S20050331","silent","standard",7,3,17,450,350,0,0
"S20050331","silent","standard",7,4,9,150,130,0,0
"S20050331","silent","standard",7,4,12,105,50,0,0
"S20050331","silent","standard",7,4,16,570,500,1,70
"S20050331","silent","standard",7,5,10,30,-1,0,0
"S20050331","silent","standard",7,5,13,405,310,1,95
"S20050331","silent","standard",7,5,15,150,140,0,0
"S20050331","silent","standard",8,0,3,180,110,0,0
"S20050331","silent","standard",8,0,4,210,170,0,0
"S20050331","silent","standard",8,0,7,450,350,1,100
"S20050331","silent","standard",8,1,0,90,70,0,0
"S20050331","silent","standard",8,1,1,225,120,0,0
"S20050331","silent","standard",8,1,6,540,490,1,50
"S20050331","silent","standard",8,2,2,570,480,1,90
"S20050331","silent","standard",8,2,5,45,10,0,0
"S20050331","silent","standard",8,2,8,375,300,0,0
"S20050331","silent","standard",8,3,13,405,250,0,0
"S20050331","silent","standard",8,3,16,525,400,1,125
"S20050331","silent","standard",8,3,17,75,50,0,0
"S20050331","silent","standard",8,4,9,165,130,0,0
"S20050331","silent","standard",8,4,10,600,420,1,180
"S20050331","silent","standard",8,4,11,75,50,0,0
"S20050331","silent","standard",8,5,12,405,350,1,55
"S20050331","silent","standard",8,5,14,255,180,0,0
"S20050331","silent","standard",8,5,15,435,260,0,0
"S20050331","silent","standard",9,0,3,510,380,1,130
"S20050331","silent","standard",9,0,5,15,-1,0,0
"S20050331","silent","standard",9,0,7,525,370,0,0
"S20050331","silent","standard",9,1,1,135,100,0,0
"S20050331","silent","standard",9,1,4,225,200,0,0
"S20050331","silent","standard",9,1,6,540,470,1,70
"S20050331","silent","standard",9,2,0,240,200,0,0
"S20050331","silent","standard",9,2,2,15,10,0,0
"S20050331","silent","standard",9,2,8,525,430,1,95
"S20050331","silent","standard",9,3,9,270,220,0,0
"S20050331","silent","standard",9,3,10,90,-1,0,0
"S20050331","silent","standard",9,3,16,375,280,1,95
"S20050331","silent","standard",9,4,11,210,180,0,0
"S20050331","silent","standard",9,4,13,405,290,1,115
"S20050331","silent","standard",9,4,15,240,-1,0,0
"S20050331","silent","standard",9,5,12,360,300,1,60
"S20050331","silent","standard",9,5,14,345,300,0,0
"S20050331","silent","standard",9,5,17,60,50,0,0
"S20050331","silent","standard",10,0,2,195,170,0,0
"S20050331","silent","standard",10,0,7,165,140,0,0
"S20050331","silent","standard",10,0,8,390,290,1,100
"S20050331","silent","standard",10,1,1,375,300,1,75
"S20050331","silent","standard",10,1,3,30,10,0,0
"S20050331","silent","standard",10,1,4,240,200,0,0
"S20050331","silent","standard",10,2,0,45,30,0,0
"S20050331","silent","standard",10,2,5,375,270,0,0
"S20050331","silent","standard",10,2,6,570,510,1,60
"S20050331","silent","standard",10,3,10,60,-1,0,0
"S20050331","silent","standard",10,3,11,180,150,0,0
"S20050331","silent","standard",10,3,17,435,300,1,135
"S20050331","silent","standard",10,4,12,165,120,1,45
"S20050331","silent","standard",10,4,15,390,-1,0,0
"S20050331","silent","standard",10,4,16,75,20,0,0
"S20050331","silent","standard",10,5,9,135,110,0,0
"S20050331","silent","standard",10,5,13,165,70,0,0
"S20050331","silent","standard",10,5,14,300,250,1,50
"S20050331","silent","standard",11,0,1,30,10,0,0
"S20050331","silent","standard",11,0,3,435,340,1,95
"S20050331","silent","standard",11,0,4,315,300,0,0
"S20050331","silent","standard",11,1,2,495,440,1,55
"S20050331","silent","standard",11,1,5,420,350,0,0
"S20050331","silent","standard",11,1,7,480,380,0,0
"S20050331","silent","standard",11,2,0,540,450,1,90
"S20050331","silent","standard",11,2,6,480,450,0,0
"S20050331","silent","standard",11,2,8,360,260,0,0
"S20050331","silent","standard",11,3,9,270,230,0,0
"S20050331","silent","standard",11,3,12,480,430,1,50
"S20050331","silent","standard",11,3,17,555,350,0,0
"S20050331","silent","standard",11,4,10,15,-1,0,0
"S20050331","silent","standard",11,4,11,435,400,1,35
"S20050331","silent","standard",11,4,15,420,350,0,0
"S20050331","silent","standard",11,5,13,450,360,1,90
"S20050331","silent","standard",11,5,14,390,300,0,0
"S20050331","silent","standard",11,5,16,255,170,0,0
"S20050331","silent","standard",12,0,0,105,50,0,0
"S20050331","silent","standard",12,0,2,540,450,1,90
"S20050331","silent","standard",12,0,4,465,310,0,0
"S20050331","silent","standard",12,1,5,435,370,0,0
"S20050331","silent","standard",12,1,6,345,240,0,0
"S20050331","silent","standard",12,1,7,585,450,1,135
"S20050331","silent","standard",12,2,1,210,110,1,100
"S20050331","silent","standard",12,2,3,165,90,0,0
"S20050331","silent","standard",12,2,8,210,110,0,0
"S20050331","silent","standard",12,3,11,555,450,1,105
"S20050331","silent","standard",12,3,13,150,80,0,0
"S20050331","silent","standard",12,3,14,90,40,0,0
"S20050331","silent","standard",12,4,12,75,50,0,0
"S20050331","silent","standard",12,4,16,375,320,1,55
"S20050331","silent","standard",12,4,17,150,100,0,0
"S20050331","silent","standard",12,5,9,225,210,0,0
"S20050331","silent","standard",12,5,10,165,150,0,0
"S20050331","silent","standard",12,5,15,495,470,1,25
"S20050331","silent","standard",13,0,0,555,500,1,55
"S20050331","silent","standard",13,0,1,375,270,0,0
"S20050331","silent","standard",13,0,6,120,110,0,0
"S20050331","silent","standard",13,1,3,600,400,0,0
"S20050331","silent","standard",13,1,5,30,20,0,0
"S20050331","silent","standard",13,1,8,555,460,1,95
"S20050331","silent","standard",13,2,2,465,420,1,45
"S20050331","silent","standard",13,2,4,510,400,0,0
"S20050331","silent","standard",13,2,7,375,350,0,0
"S20050331","silent","standard",13,3,9,465,410,1,55
"S20050331","silent","standard",13,3,10,15,-1,0,0
"S20050331","silent","standard",13,3,15,60,50,0,0
"S20050331","silent","standard",13,4,14,345,300,0,0
"S20050331","silent","standard",13,4,16,480,380,1,100
"S20050331","silent","standard",13,4,17,360,300,0,0
"S20050331","silent","standard",13,5,11,135,100,0,0
"S20050331","silent","standard",13,5,12,495,420,1,75
"S20050331","silent","standard",13,5,13,195,150,0,0
"S20050331","silent","standard",14,0,3,450,370,1,80
"S20050331","silent","standard",14,0,4,255,250,0,0
"S20050331","silent","standard",14,0,7,300,250,0,0
"S20050331","silent","standard",14,1,0,15,10,0,0
"S20050331","silent","standard",14,1,1,195,90,0,0
"S20050331","silent","standard",14,1,8,315,220,1,95
"S20050331","silent","standard",14,2,2,180,170,1,10
"S20050331","silent","standard",14,2,5,105,20,0,0
"S20050331","silent","standard",14,2,6,60,50,0,0
"S20050331","silent","standard",14,3,10,315,290,0,0
"S20050331","silent","standard",14,3,11,495,400,1,95
"S20050331","silent","standard",14,3,17,345,300,0,0
"S20050331","silent","standard",14,4,14,240,200,1,40
"S20050331","silent","standard",14,4,15,225,170,0,0
"S20050331","silent","standard",14,4,16,75,20,0,0
"S20050331","silent","standard",14,5,9,555,420,0,0
"S20050331","silent","standard",14,5,12,360,290,0,0
"S20050331","silent","standard",14,5,13,555,440,1,115
"S20050331","silent","standard",15,0,0,600,460,1,140
"S20050331","silent","standard",15,0,4,465,370,0,0
"S20050331","silent","standard",15,0,6,510,450,0,0
"S20050331","silent","standard",15,1,2,330,290,1,40
"S20050331","silent","standard",15,1,3,195,150,0,0
"S20050331","silent","standard",15,1,8,120,20,0,0
"S20050331","silent","standard",15,2,1,495,350,1,145
"S20050331","silent","standard",15,2,5,195,150,0,0
"S20050331","silent","standard",15,2,7,255,200,0,0
"S20050331","silent","standard",15,3,11,255,200,0,0
"S20050331","silent","standard",15,3,15,600,570,1,30
"S20050331","silent","standard",15,3,16,450,400,0,0
"S20050331","silent","standard",15,4,12,225,160,0,0
"S20050331","silent","standard",15,4,13,570,440,1,130
"S20050331","silent","standard",15,4,17,285,250,0,0
"S20050331","silent","standard",15,5,9,375,330,0,0
"S20050331","silent","standard",15,5,10,165,130,0,0
"S20050331","silent","standard",15,5,14,585,460,1,125
"S20050331","silent","standard",16,0,3,330,300,1,30
"S20050331","silent","standard",16,0,5,165,150,0,0
"S20050331","silent","standard",16,0,7,210,160,0,0
"S20050331","silent","standard",16,1,1,375,270,1,105
"S20050331","silent","standard",16,1,6,165,150,0,0
"S20050331","silent","standard",16,1,8,210,110,0,0
"S20050331","silent","standard",16,2,0,600,390,0,0
"S20050331","silent","standard",16,2,2,525,400,1,125
"S20050331","silent","standard",16,2,4,195,180,0,0
"S20050331","silent","standard",16,3,13,180,90,0,0
"S20050331","silent","standard",16,3,14,510,400,1,110
"S20050331","silent","standard",16,3,16,420,390,0,0
"S20050331","silent","standard",16,4,9,240,210,0,0
"S20050331","silent","standard",16,4,10,525,410,1,115
"S20050331","silent","standard",16,4,17,390,350,0,0
"S20050331","silent","standard",16,5,11,585,450,0,0
"S20050331","silent","standard",16,5,12,570,470,1,100
"S20050331","silent","standard",16,5,15,330,250,0,0
"S20050331","silent","standard",17,0,3,150,120,0,0
"S20050331","silent","standard",17,0,5,330,280,1,50
"S20050331","silent","standard",17,0,6,120,110,0,0
"S20050331","silent","standard",17,1,0,315,260,1,55
"S20050331","silent","standard",17,1,1,315,210,0,0
"S20050331","silent","standard",17,1,8,60,50,0,0
"S20050331","silent","standard",17,2,2,360,310,1,50
"S20050331","silent","standard",17,2,4,315,300,0,0
"S20050331","silent","standard",17,2,7,405,300,0,0
"S20050331","silent","standard",17,3,9,360,330,0,0
"S20050331","silent","standard",17,3,10,525,430,1,95
"S20050331","silent","standard",17,3,13,60,30,0,0
"S20050331","silent","standard",17,4,14,555,420,0,0
"S20050331","silent","standard",17,4,15,495,420,1,75
"S20050331","silent","standard",17,4,17,60,50,0,0
"S20050331","silent","standard",17,5,11,585,450,1,135
"S20050331","silent","standard",17,5,12,150,120,0,0
"S20050331","silent","standard",17,5,16,150,130,0,0
"S20050331","silent","standard",18,0,3,540,360,1,180
"S20050331","silent","standard",18,0,5,60,30,0,0
"S20050331","silent","standard",18,0,8,195,100,0,0
"S20050331","silent","standard",18,1,0,345,310,1,35
"S20050331","silent","standard",18,1,1,225,150,0,0
"S20050331","silent","standard",18,1,2,315,290,0,0
"S20050331","silent","standard",18,2,4,75,70,0,0
"S20050331","silent","standard",18,2,6,405,390,1,15
"S20050331","silent","standard",18,2,7,285,260,0,0
"S20050331","silent","standard",18,3,13,330,220,1,110
"S20050331","silent","standard",18,3,14,225,200,0,0
"S20050331","silent","standard",18,3,17,75,50,0,0
"S20050331","silent","standard",18,4,9,240,210,0,0
"S20050331","silent","standard",18,4,11,585,440,1,145
"S20050331","silent","standard",18,4,12,210,160,0,0
"S20050331","silent","standard",18,5,10,570,430,0,0
"S20050331","silent","standard",18,5,15,75,60,0,0
"S20050331","silent","standard",18,5,16,585,520,1,65
"S20050331","silent","standard",19,0,0,270,240,0,0
"S20050331","silent","standard",19,0,7,255,210,0,0
"S20050331","silent","standard",19,0,8,420,320,1,100
"S20050331","silent","standard",19,1,1,555,400,0,0
"S20050331","silent","standard",19,1,4,570,410,0,0
"S20050331","silent","standard",19,1,6,465,410,1,55
"S20050331","silent","standard",19,2,2,270,240,0,0
"S20050331","silent","standard",19,2,3,495,330,0,0
"S20050331","silent","standard",19,2,5,555,430,1,125
"S20050331","silent","standard",19,3,13,510,350,1,160
"S20050331","silent","standard",19,3,14,60,40,0,0
"S20050331","silent","standard",19,3,15,300,230,0,0
"S20050331","silent","standard",19,4,10,165,130,0,0
"S20050331","silent","standard",19,4,12,60,20,0,0
"S20050331","silent","standard",19,4,16,510,400,1,110
"S20050331","silent","standard",19,5,9,270,250,1,20
"S20050331","silent","standard",19,5,11,60,50,0,0
"S20050331","silent","standard",19,5,17,240,200,0,0
"S20050331","silent","standard",20,0,1,105,50,0,0
"S20050331","silent","standard",20,0,3,165,100,0,0
"S20050331","silent","standard",20,0,8,375,280,1,95
"S20050331","silent","standard",20,1,4,165,160,0,0
"S20050331","silent","standard",20,1,6,420,410,1,10
"S20050331","silent","standard",20,1,7,105,60,0,0
"S20050331","silent","standard",20,2,0,525,450,1,75
"S20050331","silent","standard",20,2,2,120,100,0,0
"S20050331","silent","standard",20,2,5,150,110,0,0
"S20050331","silent","standard",20,3,9,285,260,0,0
"S20050331","silent","standard",20,3,13,75,10,0,0
"S20050331","silent","standard",20,3,16,555,450,1,105
"S20050331","silent","standard",20,4,10,585,420,0,0
"S20050331","silent","standard",20,4,11,600,450,1,150
"S20050331","silent","standard",20,4,14,75,50,0,0
"S20050331","silent","standard",20,5,12,165,110,0,0
"S20050331","silent","standard",20,5,15,180,120,0,0
"S20050331","silent","standard",20,5,17,300,250,1,50
"S20050331","silent","standard",21,0,0,75,60,0,0
"S20050331","silent","standard",21,0,2,60,50,0,0
"S20050331","silent","standard",21,0,5,180,140,1,40
"S20050331","silent","standard",21,1,4,330,310,0,0
"S20050331","silent","standard",21,1,7,300,260,0,0
"S20050331","silent","standard",21,1,8,405,310,1,95
"S20050331","silent","standard",21,2,1,240,140,0,0
"S20050331","silent","standard",21,2,3,540,350,1,190
